DEBUG:root: tick:     3, AC:     3999, AR:        4, DR:        0, PC:      0x9, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:        0,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1922, AC:     4000, AR:        4, DR:        0, PC:     0x38, rax:    46365, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1923, AC:    46365, AR:        4, DR:    46365, PC:     0x39, rax:    46365, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1923, AC:    46365, AR:        4, DR:    46365, PC:     0x3a, rax:    46365, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1924, AC:    46365, AR:        4, DR:    46365, PC:     0x3a, rax:    46365, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1927, AC:     3999, AR:        4, DR:    46365, PC:     0x3b, rax:    46365, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1928, AC:    17711, AR:        0, DR:    17711, PC:     0x3c, rax:    17711, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1930, AC:        0, AR:        0, DR:       31, PC:     0x3d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  1931, AC:       -1, AR:        0, DR:        1, PC:     0x3e, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p : False, z: False
DEBUG:root: tick:  1932, AC:       -1, AR:        0, DR:        1, PC:     0x3f, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    10946,  interrupt: IOState.Unlock, buffer:        0, p : False, z: False
DEBUG:root: tick:  1933, AC:    17711, AR:        8, DR:    17711, PC:     0x40, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root:Out: 17711
DEBUG:root: tick:  1934, AC:    17711, AR:        8, DR:    17711, PC:     0x41, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1935, AC:    17711, AR:        8, DR:       75, PC:     0x4b, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1938, AC:     4000, AR:        4, DR:        0, PC:     0x4c, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1938, AC:     4000, AR:        4, DR:        0, PC:     0x4d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1939, AC:     4000, AR:        4, DR:        0, PC:     0x4d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1940, AC:     4000, AR:        4, DR:        8, PC:      0x8, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1943, AC:     3999, AR:        4, DR:        0, PC:      0x9, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1944, AC:  4000000, AR:        0, DR:  4000000, PC:      0xa, rax:  4000000, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1945, AC:    17711, AR:        2, DR:    17711, PC:      0xb, rax:  4000000, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1946, AC:  3982289, AR:  4000000, DR:    17711, PC:      0xc, rax:  4000000, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1947, AC:  3982289, AR:  4000000, DR:       15, PC:      0xf, rax:  4000000, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1948, AC:        1, AR:        0, DR:        1, PC:     0x10, rax:        1, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1951, AC:     4000, AR:        4, DR:        0, PC:     0x11, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1952, AC:        1, AR:        1, DR:        0, PC:     0x12, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1953, AC:        1, AR:        1, DR:        0, PC:     0x13, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1956, AC:     3999, AR:        4, DR:        0, PC:     0x14, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1957, AC:    17711, AR:        2, DR:    17711, PC:     0x15, rax:        1, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1958, AC:    17711, AR:        3, DR:    17711, PC:     0x16, rax:        1, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1961, AC:     4000, AR:        4, DR:        0, PC:     0x17, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1964, AC:     3999, AR:        4, DR:        0, PC:     0x18, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1965, AC:    10946, AR:        0, DR:    10946, PC:     0x19, rax:    10946, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1966, AC:    17711, AR:        2, DR:    17711, PC:     0x1a, rax:    10946, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1968, AC:    28657, AR:        2, DR:    17711, PC:     0x1b, rax:    28657, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1971, AC:     4000, AR:        4, DR:        0, PC:     0x1c, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1972, AC:    28657, AR:        2, DR:    28657, PC:     0x1d, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1975, AC:     3999, AR:        4, DR:        0, PC:     0x1e, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1976, AC:    17711, AR:        2, DR:    17711, PC:     0x1f, rax:    28657, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1977, AC:    17711, AR:        1, DR:    17711, PC:     0x20, rax:    28657, rcx:        0, rdx:    17711, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1980, AC:     4000, AR:        4, DR:        0, PC:     0x21, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1983, AC:     3999, AR:        4, DR:        0, PC:     0x22, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1984, AC:        0, AR:        0, DR:        0, PC:     0x23, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  1987, AC:     3998, AR:        4, DR:        0, PC:     0x24, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3998, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1990, AC:     3997, AR:        4, DR:        0, PC:     0x25, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3997, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1991, AC:    28657, AR:        0, DR:    28657, PC:     0x26, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     3997, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1992, AC:        2, AR:        2, DR:        2, PC:     0x27, rax:    28657, rcx:        0, rdx:        2, rbx:        0, rsp:     3997, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1994, AC:        1, AR:        2, DR:        2, PC:     0x28, rax:        1, rcx:        0, rdx:        1, rbx:        0, rsp:     3997, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1997, AC:     3998, AR:        4, DR:        0, PC:     0x29, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3998, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  1998, AC:        0, AR:        0, DR:        0, PC:     0x2a, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3998, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  2001, AC:     3999, AR:        4, DR:        0, PC:     0x2b, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2002, AC:        0, AR:        0, DR:        0, PC:     0x2c, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  2003, AC:        0, AR:        0, DR:       47, PC:     0x2f, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  2004, AC:        1, AR:        0, DR:        1, PC:     0x30, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2007, AC:     4000, AR:        4, DR:        0, PC:     0x31, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2008, AC:        1, AR:        1, DR:        0, PC:     0x32, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2009, AC:        1, AR:        1, DR:        0, PC:     0x33, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2012, AC:     3999, AR:        4, DR:        0, PC:     0x34, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2013, AC:    28657, AR:        0, DR:    28657, PC:     0x35, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2014, AC:    46365, AR:        2, DR:    46365, PC:     0x36, rax:    28657, rcx:        0, rdx:    46365, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2016, AC:    75022, AR:        2, DR:    46365, PC:     0x37, rax:    75022, rcx:        0, rdx:    75022, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2019, AC:     4000, AR:        4, DR:        0, PC:     0x38, rax:    75022, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2020, AC:    75022, AR:        4, DR:    75022, PC:     0x39, rax:    75022, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2020, AC:    75022, AR:        4, DR:    75022, PC:     0x3a, rax:    75022, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2021, AC:    75022, AR:        4, DR:    75022, PC:     0x3a, rax:    75022, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2024, AC:     3999, AR:        4, DR:    75022, PC:     0x3b, rax:    75022, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2025, AC:    28657, AR:        0, DR:    28657, PC:     0x3c, rax:    28657, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2027, AC:        0, AR:        0, DR:       31, PC:     0x3d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  2028, AC:       -1, AR:        0, DR:        1, PC:     0x3e, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p : False, z: False
DEBUG:root: tick:  2029, AC:       -1, AR:        0, DR:        1, PC:     0x3f, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    17711,  interrupt: IOState.Unlock, buffer:        0, p : False, z: False
DEBUG:root: tick:  2030, AC:    28657, AR:        8, DR:    28657, PC:     0x40, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root:Out: 28657
DEBUG:root: tick:  2031, AC:    28657, AR:        8, DR:    28657, PC:     0x41, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2032, AC:    28657, AR:        8, DR:       75, PC:     0x4b, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2035, AC:     4000, AR:        4, DR:        0, PC:     0x4c, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Unlock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2035, AC:     4000, AR:        4, DR:        0, PC:     0x4d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2036, AC:     4000, AR:        4, DR:        0, PC:     0x4d, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2037, AC:     4000, AR:        4, DR:        8, PC:      0x8, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2040, AC:     3999, AR:        4, DR:        0, PC:      0x9, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2041, AC:  4000000, AR:        0, DR:  4000000, PC:      0xa, rax:  4000000, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2042, AC:    28657, AR:        2, DR:    28657, PC:      0xb, rax:  4000000, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2043, AC:  3971343, AR:  4000000, DR:    28657, PC:      0xc, rax:  4000000, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2044, AC:  3971343, AR:  4000000, DR:       15, PC:      0xf, rax:  4000000, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2045, AC:        1, AR:        0, DR:        1, PC:     0x10, rax:        1, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2048, AC:     4000, AR:        4, DR:        0, PC:     0x11, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2049, AC:        1, AR:        1, DR:        0, PC:     0x12, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2050, AC:        1, AR:        1, DR:        0, PC:     0x13, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2053, AC:     3999, AR:        4, DR:        0, PC:     0x14, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2054, AC:    28657, AR:        2, DR:    28657, PC:     0x15, rax:        1, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2055, AC:    28657, AR:        3, DR:    28657, PC:     0x16, rax:        1, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2058, AC:     4000, AR:        4, DR:        0, PC:     0x17, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2061, AC:     3999, AR:        4, DR:        0, PC:     0x18, rax:        1, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2062, AC:    17711, AR:        0, DR:    17711, PC:     0x19, rax:    17711, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2063, AC:    28657, AR:        2, DR:    28657, PC:     0x1a, rax:    17711, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2065, AC:    46368, AR:        2, DR:    28657, PC:     0x1b, rax:    46368, rcx:        0, rdx:    46368, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2068, AC:     4000, AR:        4, DR:        0, PC:     0x1c, rax:    46368, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2069, AC:    46368, AR:        2, DR:    46368, PC:     0x1d, rax:    46368, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2072, AC:     3999, AR:        4, DR:        0, PC:     0x1e, rax:    46368, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2073, AC:    28657, AR:        2, DR:    28657, PC:     0x1f, rax:    46368, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2074, AC:    28657, AR:        1, DR:    28657, PC:     0x20, rax:    46368, rcx:        0, rdx:    28657, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2077, AC:     4000, AR:        4, DR:        0, PC:     0x21, rax:    46368, rcx:        0, rdx:        0, rbx:        0, rsp:     4000, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2080, AC:     3999, AR:        4, DR:        0, PC:     0x22, rax:    46368, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
DEBUG:root: tick:  2081, AC:        0, AR:        0, DR:        0, PC:     0x23, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3999, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p : False, z:  True
DEBUG:root: tick:  2084, AC:     3998, AR:        4, DR:        0, PC:     0x24, rax:        0, rcx:        0, rdx:        0, rbx:        0, rsp:     3998, sbp:        0, rsi:        0, rdi:        0, rio:    28657,  interrupt: IOState.Lock, buffer:        0, p :  True, z: False
